i,env.env.aviary.elapsed_time,agent,act,rewards,termination,truncation,info,model,num_agents,posx,posy,posz,all_start_pos,agent_start_pos,obs
0,0.5416666666666666,player_2,[ 0.46039382  1.43355024 -0.06193861  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,0.12091600504944877,-1.4873392286928921,0.005614310673924804,"[[ 0.12106125 -1.48644126  1.24786058]
 [ 1.12873633  0.97029249  1.44141775]
 [ 0.14617464  0.49079035  0.25676358]]",[0.14617464 0.49079035 0.25676358],"[ 7.66587004e-02  1.02490953e-01 -1.22873509e-03 -3.66151340e-03
 -4.90121184e-03  4.53459561e-01  1.42990568e-03 -1.08724342e-03
  9.13029445e-02  1.20916005e-01 -1.48733923e+00  5.61431067e-03
  4.19169441e-02 -1.70330569e-01 -6.73427701e-01  0.00000000e+00
  6.13416721e-02  5.16712248e-02  1.12193922e-01  8.62823337e-02
  1.45243574e-04  8.97963773e-04  1.24224627e+00]"
1,0.06666666666666667,player_2,[-0.0670385  -0.13073535 -1.42863488  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,0.8205599709678127,0.8413503420455218,0.8694679981110995,"[[ 0.82056083  0.8413534   0.88691119]
 [ 1.37987224 -1.79679664  0.85080949]
 [-0.45877195 -0.19178845  0.02508583]]",[-0.45877195 -0.19178845  0.02508583],"[ 1.03241071e-01  3.26506029e-03 -3.21661673e+00  5.85564617e-03
  1.27598093e-04 -8.61993139e-02  4.33860516e-05 -3.18338401e-03
 -5.11438562e-01  8.20559971e-01  8.41350342e-01  8.69467998e-01
  4.11133394e-02  4.54376042e-02 -2.88732195e+00  0.00000000e+00
  1.30165093e-01  1.22554895e-01  5.04802581e-02  6.08412558e-02
  8.58543535e-07  3.06132406e-06  1.74431880e-02]"
2,0.39166666666666666,player_2,[-0.61955553 -0.72457993 -2.44870496  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,1.6794698621228346,-0.6888340139002326,0.8332223199294052,"[[ 1.67956082 -0.68837364  1.52975357]
 [ 1.88758652 -1.18624639  0.66647247]
 [ 1.01764266  1.4807719   1.41275889]]",[1.01764266 1.4807719  1.41275889],"[ 1.10964534e-01 -9.59544238e-02 -4.03660596e-02  1.09648968e-02
 -6.99416814e-03  3.44340208e-01 -2.62230014e-02 -4.12648978e-02
 -3.55415182e+00  1.67946986e+00 -6.88834014e-01  8.33222320e-01
  1.81510091e-01 -2.78818488e-01 -2.29952335e-01  0.00000000e+00
  1.13717237e-01  1.01503361e-01  7.28190543e-02  5.12785644e-02
  9.09623116e-05  4.60373374e-04  6.96531247e-01]"
3,3.8916666666666666,player_2,[-0.10447054 -0.06614982  0.35948351  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-2.1370417592065944,0.3910253643152313,0.4805081352579911,"[[-1.99264204  0.411557    0.72033921]
 [ 0.39984513  1.52157729  0.51760916]
 [-0.3041184  -0.53292996  0.27881482]]",[-0.3041184  -0.53292996  0.27881482],"[-0.05930726 -0.12488752 -1.22568313 -0.0027212   0.00902352 -1.04025291
 -0.03292096 -0.02860315 -0.28948477 -2.13704176  0.39102536  0.48050814
 -0.24961483 -0.38911575 -0.79927748  0.          0.08787824  0.04849988
  0.14654078  0.13478299  0.14439972  0.02053164  0.23983107]"
4,1.725,player_2,[-0.3765412  -0.05222452  0.88091052  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-0.8515546144995533,1.1525956679855853,1.1580606979115224,"[[-0.7830676   1.21007238  1.30671244]
 [-1.51578003 -1.27792585  1.58448375]
 [ 1.37948619  0.27068697  0.56967187]]",[1.37948619 0.27068697 0.56967187],"[ 0.05079815  0.42206042  1.13576393  0.01753363 -0.00868426 -1.10355186
  0.0091673  -0.08126276 -0.62043725 -0.85155461  1.15259567  1.1580607
 -0.15223861  0.10074182  1.61509717  0.          0.09720699  0.05233569
  0.23480062  0.24055127  0.06848701  0.05747671  0.14865174]"
5,0.49166666666666664,player_2,[ 0.04139445  0.23991463 -2.46754694  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-1.2291961801699274,-1.6720952845046562,0.003721183261824666,"[[-1.22943803 -1.67112626  1.06297298]
 [ 0.35986926 -1.10228327  1.27754566]
 [ 1.49322919  0.43775828  0.41159802]]",[1.49322919 0.43775828 0.41159802],"[ 1.55311023e-01  1.44404560e-01 -2.64169411e-03 -7.42541697e-03
 -6.94955304e-03  4.12582136e-01  2.26326765e-03 -2.47368739e-03
  1.30802500e-01 -1.22919618e+00 -1.67209528e+00  3.72118326e-03
 -1.39955506e-02  7.91112036e-02 -5.36849141e-01  0.00000000e+00
  4.88270870e-02  5.90471290e-02  5.92185983e-02  6.74350923e-02
 -2.41845301e-04  9.69028631e-04  1.05925180e+00]"
6,0.6333333333333333,player_2,[ 0.29359451 -0.05011304 -1.14234424  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-1.3118471909347178,0.8420933531848221,0.2186466772528473,"[[-1.30773991  0.84512756  0.18886347]
 [ 1.86925667 -1.37259466  1.68989461]
 [ 1.50343278  0.44985612  1.64735396]]",[1.50343278 0.44985612 1.64735396],"[-1.58405976e-01  4.39920695e-01 -3.29800424e-01  1.14278252e-03
 -1.22283957e-03 -9.62968172e-01 -3.49310293e-03 -2.88872278e-02
 -1.86718387e-02 -1.31184719e+00  8.42093353e-01  2.18646677e-01
 -2.41067931e-02  7.27598906e-01 -1.10097758e-01  0.00000000e+00
  5.27064375e-02  9.38404441e-02  9.57098569e-02  1.22940255e-01
  4.10728262e-03  3.03420642e-03 -2.97832028e-02]"
7,0.31666666666666665,player_2,[-0.05065271  0.13089377  0.59478271  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-0.3093142012171393,-0.05714698504335647,0.9496378958830234,"[[-0.31181804 -0.0556314   0.96003115]
 [ 1.56747146 -0.19288651  1.28323625]
 [ 0.52092595 -1.36968206  0.41944178]]",[ 0.52092595 -1.36968206  0.41944178],"[-4.23924370e-01  2.39529393e-01 -4.26905117e+00  7.32205667e-03
 -2.03303524e-02 -5.16736986e-01  1.33001048e-02 -1.68072614e-02
  4.59836028e-01 -3.09314201e-01 -5.71469850e-02  9.49637896e-01
 -3.07072729e-01  2.78304011e-01 -2.63758689e-01  0.00000000e+00
  2.12698672e-01  2.89761867e-01  3.17226511e-01  3.43374549e-01
 -2.50383950e-03  1.51558409e-03  1.03932514e-02]"
8,10.041666666666666,player_2,[ 1.00690341  0.21254124 -0.03609871  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",False,True,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-1.731574133482449,2.329447350091686,0.6371331907256458,"[[-1.46808003  1.96142953  1.0639058 ]
 [-1.14247653  0.82571163  0.55109527]
 [ 0.97298401  1.9791299   1.18588829]]",[0.97298401 1.9791299  1.18588829],"[-1.02360996e-02 -1.90910010e-01  3.77776346e-01 -3.61988451e-03
  9.28454136e-04 -1.15088744e+00 -4.38444195e-02  1.74869107e-02
  1.64045076e-01 -1.73157413e+00  2.32944735e+00  6.37133191e-01
  1.21651702e-01  1.16231240e-01 -3.19652587e-01  0.00000000e+00
  1.05896136e-01  1.33296899e-01  8.26123308e-02  9.49350199e-02
  2.63494104e-01 -3.68017822e-01  4.26772606e-01]"
9,10.041666666666666,player_2,[ 0.37884834  0.31948301 -0.19187471  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",False,True,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-1.0809102164865692,0.9486788157141082,0.5850856752368209,"[[-0.4227877   1.20692181  0.07970361]
 [-1.75160497  1.25495333  0.68595043]
 [ 1.320068    0.82312744  1.99218828]]",[1.320068   0.82312744 1.99218828],"[-0.01679049 -0.15304393  0.34738872  0.00341245  0.00548891 -0.90678784
 -0.06184482 -0.07116153 -0.59722749 -1.08091022  0.94867882  0.58508568
 -0.05767119 -0.19443406  2.05666971  0.61182678  0.36960583  0.33826342
  0.53535828  0.49438338  0.65812252  0.25824299 -0.50538206]"
10,1.0,player_2,[-0.29013643  0.2271309  -1.02066696  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,1.7032365832884437,0.5517422491923414,0.005970889551381317,"[[ 1.71921355  0.5898543   0.29401755]
 [-1.9327974  -1.54010297  0.6861522 ]
 [-1.92939818  1.99540478  1.08111555]]",[-1.92939818  1.99540478  1.08111555],"[ 7.06654009e-02  1.10761895e-01  6.29159705e-04 -3.38906727e-03
 -5.29757233e-03 -5.28283516e-01  1.53089777e-03 -9.74733073e-04
  8.38749226e-02  1.70323658e+00  5.51742249e-01  5.97088955e-03
  5.32778129e-02  4.47970629e-02  5.31439781e-01  0.00000000e+00
  7.30185179e-02  8.89562555e-02  4.84593432e-02  6.41878273e-02
  1.59769670e-02  3.81120514e-02  2.88046659e-01]"
11,10.041666666666666,player_2,[ 0.04000759 -0.39786887  0.32847878  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",False,True,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,0.17605772306402304,0.611942528683229,0.6667061920892584,"[[ 1.4875385   1.36432826  0.21098407]
 [-0.98549689  0.15614336  1.20479878]
 [-0.43812599  1.56412816  1.47038665]]",[-0.43812599  1.56412816  1.47038665],"[-0.29983052 -0.30377992 -1.25006468  0.00217737 -0.00957871 -1.02999633
  0.01850089 -0.15895333  0.43696508  0.17605772  0.61194253  0.66670619
  0.40504286  0.71209347 -1.610116    0.          0.06417712  0.17508796
  0.10067927  0.13139595  1.31148078  0.75238573 -0.45572212]"
12,0.35833333333333334,player_2,[-0.03705021  0.06534657  1.17815435  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,1.603232859121967,1.6196672489316681,1.3888482661892076,"[[ 1.60789878  1.62407025  1.4244162 ]
 [-1.05762848  0.1373277   0.92019323]
 [ 1.8161193  -1.28675156  0.54840445]]",[ 1.8161193  -1.28675156  0.54840445],"[-1.15832763e-01 -5.26752517e-01  4.25685107e+00  1.36999682e-02
 -1.37110443e-03 -5.38570850e-01 -4.04507554e-03 -4.08876859e-02
 -1.95524294e-01  1.60323286e+00  1.61966725e+00  1.38884827e+00
  1.09960213e-02 -9.23523754e-02  1.21003199e+00  1.00000000e+00
  8.98057911e-01  9.06556961e-01  7.76535134e-01  7.65273560e-01
  4.66591764e-03  4.40300588e-03  3.55679381e-02]"
13,10.041666666666666,player_2,[0.24603441 0.29561228 0.07381014 0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",False,True,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-0.39254022286835455,1.0235794608215953,0.8949616685295886,"[[ 0.3585449   1.5061177   1.04028607]
 [-1.71557495  1.02464194  1.71245044]
 [ 1.61591194  0.7259277   0.35767483]]",[1.61591194 0.7259277  0.35767483],"[ 0.93028073  0.21535287 -1.20271471 -0.01746258  0.01630269 -0.95963187
 -0.01543416 -0.04723076  0.33454544 -0.39254022  1.02357946  0.89496167
 -0.17789295 -0.3596493  -0.18561938  0.          0.14678223  0.07882028
  0.21404654  0.22508442  0.75108512  0.48253824  0.1453244 ]"
14,0.5333333333333333,player_2,[-0.07123495 -0.09120753 -1.05967975  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,0.14619569311679817,-1.2657009363226341,0.47785907847649467,"[[ 0.146132   -1.26435407  1.75231496]
 [-1.93809831 -0.59223886  0.20815813]
 [ 1.71368673 -1.10473391  1.18545318]]",[ 1.71368673 -1.10473391  1.18545318],"[-5.04495411e-02  8.84136648e-02 -9.41209237e-01 -1.59367521e-04
 -7.61799616e-03  3.46095965e-01 -3.82690211e-02 -2.98265522e-03
 -4.75539103e+00  1.46195693e-01 -1.26570094e+00  4.77859078e-01
 -7.98346028e-02  1.56998947e-01 -5.25115252e-01  0.00000000e+00
  5.05218927e-02  5.72584304e-02  1.18777920e-01  1.27504943e-01
 -6.36947103e-05  1.34686435e-03  1.27445588e+00]"
15,10.041666666666666,player_2,[-0.09569549  0.38021487 -0.05457636  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",False,True,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-2.341277479662429,0.3231910213107965,0.8227045656337486,"[[-1.94430834  0.29701384  1.3809166 ]
 [ 1.50601256  1.16952193  0.5616479 ]
 [ 0.4326609  -0.30456755  0.58862774]]",[ 0.4326609  -0.30456755  0.58862774],"[ 0.12322939 -0.02601858  0.79492533  0.00335481  0.00813486 -0.88781828
 -0.03636989  0.00786002 -0.38013888 -2.34127748  0.32319102  0.82270457
 -0.16119531 -0.39212757  1.09740591  0.          0.10094077  0.04948951
  0.15736906  0.14717182  0.39696914 -0.02617719  0.55821203]"
16,0.4,player_2,[-0.13300267 -0.16707315 -0.1946637   0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,1.8570346173259997,1.281365892050241,1.0223032970275896,"[[ 1.85868165  1.28778824  0.99902277]
 [-0.0965941  -0.97037773  0.70004997]
 [ 1.21371311 -0.215008    1.06717421]]",[ 1.21371311 -0.215008    1.06717421],"[ 9.57470776e-03 -5.23738023e-01 -2.42214632e+00 -9.70848437e-03
  1.25948445e-02 -7.40771294e-01  8.27640732e-03 -2.71478147e-02
  3.39836912e-02  1.85703462e+00  1.28136589e+00  1.02230330e+00
 -9.68638584e-02 -8.16965580e-01 -1.64527869e+00  0.00000000e+00
  9.76879805e-02  5.34062960e-02  1.88279559e-01  1.43533193e-01
  1.64703310e-03  6.42234403e-03 -2.32805273e-02]"
17,0.525,player_2,[ 0.10007267  0.03205208 -1.40121233  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,1.4581587439252015,-1.9391298304211246,0.002313237843966854,"[[ 1.4585031  -1.93795608  1.21779457]
 [-0.18475625  0.82100399  1.47109306]
 [-0.94925668  1.73454274  1.44535754]]",[-0.94925668  1.73454274  1.44535754],"[-2.75764152e-02 -8.83931433e-02 -3.84802692e-01 -4.88509000e-03
 -5.44677145e-03  5.39890615e-01 -2.85132678e-02  2.03671539e-02
 -4.64757145e+00  1.45815874e+00 -1.93912983e+00  2.31323784e-03
  3.57367024e-02 -1.09280393e-01 -9.02235508e-01  0.00000000e+00
  1.90570912e-01  1.90028242e-01  5.97877607e-02  4.97517651e-02
  3.44352889e-04  1.17375491e-03  1.21548133e+00]"
18,10.041666666666666,player_2,[0.21818626 0.19227539 1.31095564 0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",False,True,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-2.191968608332677,1.1028122936517188,0.3540786460094564,"[[-1.93490219  0.78277759  0.71642522]
 [-0.69075921 -0.53591862  1.95160634]
 [-0.85570884  1.70265469  1.1231441 ]]",[-0.85570884  1.70265469  1.1231441 ],"[-0.32795356 -0.16951129 -2.28710403  0.00427242  0.01256379 -1.04283687
 -0.02282231  0.00651768  0.33249489 -2.19196861  1.10281229  0.35407865
 -0.00229106 -0.38174838 -1.64845085  0.          0.05219482  0.05639455
  0.16963301  0.13317131  0.25706642 -0.32003471  0.36234657]"
19,10.041666666666666,player_2,[-0.07251364  0.06583883 -0.46503392  0.91030097],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",False,True,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,0.15022062823533647,-0.06146598542232647,0.7809984275211251,"[[ 1.70489997  1.0134498   0.1448289 ]
 [-1.95984034 -0.8113882   1.1499201 ]
 [-0.12550356  1.54894363  0.77874576]]",[-0.12550356  1.54894363  0.77874576],"[-0.95084701 -0.49366875 -0.4507521   0.00285065  0.01441663 -0.8656579
 -0.02597912 -0.23557288  0.69457842  0.15022063 -0.06146599  0.78099843
 -0.14492887 -0.29840809 -0.36140159  0.          0.48116799  0.3925614
  0.32524248  0.3677844   1.55467934  1.07491578 -0.63616953]"
20,1.2583333333333333,player_2,[-0.05763988  0.0016572   0.26698515  1.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-1.1914272366940506,2.0030946449845173,0.7606268959065041,"[[-1.1702646   1.99449144  0.82827609]
 [-1.45266156 -1.02525432  1.51159985]
 [ 1.87148891  0.47342289  0.85195969]]",[1.87148891 0.47342289 0.85195969],"[-2.09886548  0.40458429  0.12140395 -0.0207646   0.02363865 -1.05827178
 -0.03687152 -0.04323579  0.4433157  -1.19142724  2.00309464  0.7606269
 -0.41415086 -0.01294427 -0.65314007  0.          0.32266696  0.32825305
  0.27073813  0.08986269  0.02116264 -0.00860321  0.0676492 ]"
21,0.44166666666666665,player_2,[ 0.32118115 -0.29018849  0.93689251  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,0.8852981090242733,-1.2524861025837204,0.008977725748976682,"[[ 0.88525988 -1.25212969  0.85848382]
 [ 1.32828214  1.17199246  1.67177537]
 [-0.21098332  1.89007431  1.7528885 ]]",[-0.21098332  1.89007431  1.7528885 ],"[ 3.43611152e-02  7.98319973e-02 -6.05701000e-04 -1.64237667e-03
 -3.81290421e-03  4.74863772e-01  8.58102750e-04 -3.73783135e-04
  2.11194992e-02  8.85298109e-01 -1.25248610e+00  8.97772575e-03
 -4.76592034e-03 -6.13031834e-02 -1.27031672e+00  0.00000000e+00
  2.06327734e-01  2.07102003e-01  5.28243742e-02  5.06324335e-02
 -3.82321526e-05  3.56416285e-04  8.49506090e-01]"
22,0.075,player_2,[-0.04962032 -0.26974988  0.12311731  1.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,1.5945160389453097,-1.531933373903004,0.009656356190368443,"[[ 1.59451811 -1.53193534  0.02990263]
 [-1.61318444 -1.56011362  1.09037909]
 [ 0.95208408  0.13177729  0.46730713]]",[0.95208408 0.13177729 0.46730713],"[-6.58983029e-02 -6.43790790e-02  3.72081747e-04  3.21338433e-03
  3.10770747e-03  6.88075075e-02 -6.95972150e-04  6.23759333e-04
  6.93289427e-03  1.59451604e+00 -1.53193337e+00  9.65635619e-03
 -1.13330401e-01 -1.31554812e-01  1.50751662e+00  0.00000000e+00
  7.92537347e-02  5.57230263e-02  8.80546221e-02  9.00659773e-02
  2.07235496e-06 -1.96782724e-06  2.02462733e-02]"
23,0.008333333333333333,player_2,[ 0.31888348 -0.03027888 -1.02822053  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-1.5215281276380468,-1.0135159010165378,0.729561447653181,"[[-1.52152813 -1.0135159   0.72972603]
 [-1.65522472 -0.12437681  0.00779665]
 [ 1.05952574 -1.30340687  1.42753885]]",[ 1.05952574 -1.30340687  1.42753885],"[ 1.00612695e-02  1.13773337e-02 -3.81637321e-02  4.19181872e-05
  4.74088901e-05 -1.59014557e-04  1.87265548e-06 -1.65577221e-06
 -3.95000911e-02 -1.52152813e+00 -1.01351590e+00  7.29561448e-01
  1.64954901e-01  2.38968909e-01 -1.19110847e+00  0.00000000e+00
  1.33377724e-01  1.56046422e-01  3.21126636e-02  3.68762834e-02
  0.00000000e+00  0.00000000e+00  1.64583713e-04]"
24,10.041666666666666,player_2,[ 1.09442449 -0.02007784 -0.1295352   0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",False,True,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,0.9632092665085289,-1.1419581625510793,1.6712648867978706,"[[ 1.85809452  0.36080779  1.96982131]
 [-1.77236794 -0.32213343  1.78317213]
 [-0.41526034  1.21939616  0.37320994]]",[-0.41526034  1.21939616  0.37320994],"[ 2.45608306e-03 -5.01473596e-01  5.46903085e-02 -3.55119340e-04
  1.15832143e-03 -7.19241508e-01  2.64597540e-02 -1.99548325e-01
 -2.27978572e-01  9.63209267e-01 -1.14195816e+00  1.67126489e+00
 -1.03997760e-01  7.19735146e-01  1.53460002e+00  0.00000000e+00
  6.83058801e-02  1.12708355e-01  2.22859225e-01  3.03603150e-01
  8.94885255e-01  1.50276595e+00  2.98556424e-01]"
25,0.7166666666666667,player_2,[0.02757166 0.2841627  1.14008307 0.48875642],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-0.19022811622525362,1.049425729325069,0.4166239874785934,"[[-0.18223654  1.05270537  0.40122826]
 [ 0.91386969 -1.5167103   1.98898799]
 [ 1.0802501   0.65077862  0.49516233]]",[1.0802501  0.65077862 0.49516233],"[-0.04860728  0.03225346  1.20245309  0.00222486  0.00300338 -0.96834258
 -0.00974399 -0.02943938 -0.51814209 -0.19022812  1.04942573  0.41662399
  0.19998819  0.02661143  0.78329277  0.          0.12707769  0.13356301
  0.08355491  0.05981063  0.00799158  0.00327964 -0.01539573]"
26,0.4583333333333333,player_2,[-0.22243363  0.48725945 -0.08847114  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,1.9798720770192597,-1.9254070717554617,7.459650403047232e-05,"[[ 1.9799179  -1.92444578  0.87784325]
 [ 1.88158355  1.70457322  1.87863048]
 [ 1.95148522  0.75132939  0.31435983]]",[1.95148522 0.75132939 0.31435983],"[ 5.58885891e-02  3.24383022e-02 -1.53463760e-04 -2.68223940e-03
 -1.53393422e-03  5.64630945e-01  6.33551598e-04 -1.10972178e-03
  2.06934567e-01  1.97987208e+00 -1.92540707e+00  7.45965040e-05
  3.74813452e-02  1.46606565e-03  8.44658017e-01  0.00000000e+00
  7.90121691e-02  9.23654301e-02  6.89234849e-02  5.08340463e-02
  4.58251848e-05  9.61287807e-04  8.77768654e-01]"
27,0.6083333333333333,player_2,[ 0.00548761 -0.01999603 -0.92432785  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-0.7342242776676318,1.2756653518928167,0.3145875076918086,"[[-0.73800309  1.27522724  0.31903024]
 [ 1.85873975  0.08349321  0.56079479]
 [ 0.5461658  -1.33058514  1.63866585]]",[ 0.5461658  -1.33058514  1.63866585],"[ 1.24651676e-01 -2.59237735e-01 -2.60752865e+00  6.50252629e-03
 -7.32653013e-03 -1.04177079e+00  1.21650593e-02  9.63888656e-03
 -8.40099609e-02 -7.34224278e-01  1.27566535e+00  3.14587508e-01
  7.16011897e-02  3.66485655e-01 -1.13430393e+00  0.00000000e+00
  5.27583997e-02  8.55996027e-02  2.21848875e-01  2.54171261e-01
 -3.77881269e-03 -4.38110202e-04  4.44272745e-03]"
28,0.35,player_2,[-0.12200405 -0.05002186  0.2982288   0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-0.7928249984412545,1.4992561492104495,1.8777449360658538,"[[-0.78956121  1.50265377  1.97138689]
 [-1.74431777 -0.66935654  1.79738448]
 [ 0.86575121 -0.65130611  0.54353141]]",[ 0.86575121 -0.65130611  0.54353141],"[ 1.00004510e-01  9.75157266e-01 -3.89676466e+00  2.22249738e-02
  1.37309832e-03 -7.15828686e-01 -7.02018477e-03 -3.96670187e-02
  3.76804559e-01 -7.92824998e-01  1.49925615e+00  1.87774494e+00
 -2.17350781e-01  1.75725415e-01 -8.51630688e-01  0.00000000e+00
  2.64584111e-01  2.34548184e-01  2.98409758e-01  3.23163046e-01
  3.26378982e-03  3.39762416e-03  9.36419581e-02]"
29,0.3333333333333333,player_2,[-0.1636537   0.20810828  1.54653847  0.        ],"{'player_0': -31921.831751279933, 'player_1': -29961.26302662123, 'player_2': -29316.005995000174}",True,False,{},C:/projects/pyflyt-hover/apps/labanca/models/pyflyt_hover_20231204-054100.zip,3,-0.6964040844304973,0.6170173080621583,0.985029529427224,"[[-0.69286856  0.62099548  1.00756862]
 [ 1.4463541  -0.86327906  1.21734095]
 [ 1.24099122 -1.98240928  0.44284615]]",[ 1.24099122 -1.98240928  0.44284615],"[-1.44110265e+00 -8.10250056e-01  2.46147312e+00 -1.44742246e-02
 -3.25244083e-03 -6.14090287e-01 -1.08611544e-04 -3.24554885e-02
  1.44575921e-01 -6.96404084e-01  6.17017308e-01  9.85029529e-01
 -1.03010066e-01 -1.39828831e-01  1.23185253e+00  1.00000000e+00
  8.75513705e-01  9.43368103e-01  5.86773710e-01  5.52594269e-01
  3.53552108e-03  3.97816964e-03  2.25390875e-02]"
